Wavelength,Flux,BestFit,SkyFlux
8096.550,10.344,10.376,10.727
8098.414,11.131,10.398,7.328
8100.279,10.154,10.431,5.278
8102.145,10.310,10.428,9.084
8104.011,9.736,10.407,16.962
8105.877,10.128,10.409,17.038
8107.743,9.789,10.438,9.512
8109.611,11.508,10.394,6.108
8111.478,10.748,10.388,5.676
8113.346,10.060,10.433,5.270
8115.214,10.132,10.386,5.183
8117.083,10.572,10.368,4.970
8118.952,10.236,10.425,4.571
8120.822,9.952,10.368,4.588
8122.692,9.099,10.355,4.659
8124.563,10.168,10.406,4.890
8126.434,9.813,10.320,5.042
8128.305,10.032,10.311,5.295
8130.177,9.604,10.420,5.701
8132.049,10.704,10.424,5.782
8133.922,10.560,10.407,5.606
8135.795,10.843,10.405,5.813
8137.669,10.193,10.340,6.129
8139.543,9.558,10.435,7.782
8141.417,10.193,10.412,9.215
8143.292,10.480,10.411,7.673
8145.167,10.785,10.426,5.644
8147.043,10.122,10.417,7.608
8148.919,9.291,10.431,10.505
8150.796,10.478,10.459,8.752
8152.673,9.376,10.477,5.113
8154.550,9.669,10.474,4.514
8156.428,9.815,10.487,4.611
8158.306,10.687,10.499,4.371
8160.185,10.934,10.486,4.621
8162.064,9.756,10.574,4.846
8163.944,8.915,10.522,4.778
8165.824,10.482,10.552,4.518
8167.704,11.212,10.561,4.604
8169.585,10.451,10.515,4.440
8171.466,10.453,10.564,4.478
8173.348,10.114,10.550,4.756
8175.230,10.599,10.575,4.963
8177.113,10.296,10.597,5.467
8178.996,12.020,10.641,5.350
8180.880,9.813,10.671,5.518
8182.764,10.911,10.614,6.368
8184.648,10.486,10.610,7.531
8186.533,11.356,10.669,8.241
8188.418,9.987,10.629,8.287
8190.304,10.512,10.582,8.746
8192.190,11.731,10.622,8.329
8194.076,11.258,10.675,7.851
8195.963,12.172,10.663,9.836
8197.851,11.451,10.598,10.868
8199.738,10.097,10.620,8.460
8201.627,10.125,10.634,6.114
8203.515,9.522,10.620,6.185
8205.405,11.496,10.677,6.218
8207.294,10.736,10.638,6.166
8209.184,12.169,10.668,6.163
8211.075,10.074,10.638,5.844
8212.966,9.884,10.601,5.635
8214.857,10.520,10.620,5.221
8216.749,11.114,10.623,5.361
8218.641,10.617,10.561,5.282
8220.533,10.483,10.585,4.902
8222.426,10.614,10.575,4.576
8224.320,9.856,10.532,4.827
8226.214,10.857,10.545,5.112
8228.108,9.622,10.610,4.811
8230.003,10.681,10.513,4.248
8231.898,10.259,10.503,3.979
8233.794,10.553,10.573,3.984
8235.690,10.046,10.589,4.168
8237.587,10.855,10.523,4.095
8239.484,10.667,10.484,4.141
8241.381,10.695,10.508,4.584
8243.279,11.251,10.552,5.378
8245.177,11.114,10.495,5.618
8247.076,10.594,10.489,5.299
8248.975,10.815,10.553,5.943
8250.875,11.817,10.508,6.318
8252.775,10.966,10.483,5.125
8254.675,11.084,10.511,4.331
8256.576,11.083,10.487,4.900
8258.478,11.084,10.458,4.652
8260.379,11.037,10.453,4.118
8262.282,11.112,10.439,3.740
8264.184,10.421,10.505,3.745
8266.088,10.031,10.466,3.930
8267.991,10.323,10.438,4.085
8269.895,10.717,10.441,4.245
8271.800,10.463,10.440,4.098
8273.704,8.507,10.439,4.209
8275.610,11.693,10.467,4.249
8277.515,10.157,10.462,7.643
8279.422,10.705,10.445,21.272
8281.328,9.448,10.471,39.362
8283.235,9.986,10.522,53.174
8285.143,10.658,10.516,42.863
8287.051,10.766,10.488,29.932
8288.959,10.484,10.471,52.642
8290.868,8.164,10.497,72.664
8292.777,11.711,10.517,44.055
8294.687,12.133,10.506,11.227
8296.597,8.917,10.516,18.917
8298.508,9.470,10.542,46.775
8300.419,6.665,10.537,81.492
8302.330,9.895,10.538,69.357
8304.242,11.723,10.505,25.463
8306.154,11.212,10.481,8.812
8308.067,9.230,10.565,6.686
8309.980,9.689,10.616,10.291
8311.894,8.917,10.620,24.252
8313.808,10.965,10.593,27.487
8315.723,10.877,10.570,11.174
8317.638,9.406,10.590,5.446
8319.553,8.588,10.629,6.987
8321.469,11.542,10.548,7.077
8323.385,11.138,10.562,5.433
8325.302,9.431,10.570,4.418
8327.219,9.464,10.574,4.007
8329.137,10.714,10.608,3.777
8331.055,10.215,10.630,3.994
8332.973,10.667,10.600,4.036
8334.892,11.171,10.656,4.024
8336.812,9.560,10.639,4.211
8338.732,10.532,10.640,6.394
8340.652,11.227,10.710,7.415
8342.573,10.833,10.707,14.612
8344.494,10.224,10.624,73.233
8346.415,9.420,10.655,162.981
8348.338,10.951,10.656,136.633
8350.260,13.069,10.646,38.037
8352.183,9.747,10.658,25.000
8354.106,9.160,10.663,54.824
8356.030,11.445,10.736,61.751
8357.954,12.206,10.711,19.951
8359.879,9.822,10.705,5.618
8361.804,11.112,10.690,7.923
8363.730,10.401,10.665,12.575
8365.656,11.217,10.717,22.990
8367.582,12.204,10.736,25.897
8369.509,11.491,10.667,14.763
8371.437,10.368,10.683,5.852
8373.365,10.387,10.710,4.645
8375.293,10.565,10.663,4.354
8377.222,11.082,10.636,4.776
8379.151,10.312,10.750,5.329
8381.080,11.028,10.747,10.453
8383.010,10.392,10.667,33.657
8384.941,11.449,10.637,46.996
8386.872,12.483,10.647,25.713
8388.803,11.446,10.608,6.230
8390.735,11.021,10.647,5.235
8392.667,9.085,10.624,5.771
8394.600,10.414,10.613,6.016
8396.533,11.610,10.580,5.349
8398.467,9.682,10.544,29.062
8400.401,14.301,10.593,115.711
8402.335,7.094,10.565,135.521
8404.270,14.487,10.498,39.975
8406.205,10.604,10.524,5.371
8408.141,11.268,10.539,4.434
8410.078,10.664,10.471,4.397
8412.014,9.725,10.433,4.400
8413.951,9.933,10.511,9.771
8415.889,13.095,10.496,37.783
8417.827,12.339,10.444,56.778
8419.766,9.107,10.440,28.149
8421.705,12.405,10.451,5.145
8423.644,10.548,10.404,5.543
8425.584,10.043,10.431,6.875
8427.524,10.806,10.455,9.070
8429.465,10.369,10.458,42.489
8431.406,7.778,10.438,125.140
8433.348,9.527,10.425,140.689
8435.290,14.021,10.433,50.045
8437.232,11.563,10.380,9.928
8439.175,10.802,10.406,5.138
8441.119,10.650,10.387,4.391
8443.062,10.655,10.365,4.170
8445.007,10.775,10.384,4.503
8446.951,10.167,10.387,5.606
8448.897,10.895,10.376,6.774
8450.842,9.623,10.336,10.353
8452.788,11.885,10.345,31.867
8454.735,9.583,10.394,50.415
8456.682,13.060,10.405,27.644
8458.629,10.409,10.345,6.184
8460.577,9.599,10.331,4.996
8462.526,11.935,10.358,6.190
8464.474,10.291,10.342,23.274
8466.424,10.985,10.308,84.201
8468.373,10.479,10.297,105.654
8470.324,11.242,10.301,43.836
8472.274,10.101,10.307,7.075
8474.225,9.848,10.290,5.008
8476.177,10.122,10.239,6.973
8478.129,9.407,10.220,6.573
8480.081,10.442,10.234,4.354
8482.034,9.496,10.208,4.115
8483.987,11.371,10.203,3.776
8485.941,12.496,10.168,3.821
8487.895,9.892,10.164,4.144
8489.850,10.817,10.174,4.376
8491.805,8.936,10.188,5.668
8493.760,11.662,10.227,19.052
8495.716,9.701,10.224,35.439
8497.673,10.360,10.157,23.383
8499.630,11.204,10.179,7.004
8501.587,9.543,10.205,6.581
8503.545,11.053,10.162,13.551
8505.503,10.342,10.137,42.936
8507.462,12.045,10.173,62.198
8509.421,10.704,10.133,32.111
8511.380,9.572,10.111,7.541
8513.340,10.617,10.113,4.244
8515.301,10.032,10.120,3.795
8517.262,10.001,10.136,3.759
8519.223,11.626,10.089,3.683
8521.185,10.565,10.139,4.342
8523.147,10.221,10.150,5.152
8525.110,10.133,10.097,4.531
8527.073,11.185,10.050,3.923
8529.037,8.854,10.071,3.919
8531.001,10.970,10.138,3.640
8532.966,10.800,10.150,3.739
8534.931,10.493,10.113,3.839
8536.896,10.521,10.073,4.261
8538.862,10.488,10.067,9.720
8540.828,10.600,10.091,16.648
8542.795,10.571,10.078,12.923
8544.763,9.811,10.084,5.991
8546.730,9.696,10.104,4.656
8548.698,9.918,10.104,15.067
8550.667,8.133,10.071,32.199
8552.636,10.810,10.040,24.164
8554.606,9.192,10.043,8.128
8556.576,9.059,10.046,4.573
8558.546,8.476,10.060,4.164
8560.517,10.159,10.059,3.527
8562.488,8.057,10.029,3.643
8564.460,9.446,10.002,3.716
8566.433,9.078,10.020,3.710
8568.405,8.632,10.035,3.686
8570.378,10.332,10.002,3.661
8572.352,11.410,9.965,3.986
8574.326,9.810,9.959,4.911
8576.301,10.055,9.961,5.324
8578.276,10.221,9.953,5.293
8580.251,9.557,10.015,4.990
8582.227,9.468,9.988,3.970
8584.203,9.290,9.979,3.632
8586.180,9.717,10.009,3.473
8588.157,9.775,9.937,6.478
8590.135,10.107,9.937,10.589
8592.113,11.044,9.996,9.386
8594.092,10.365,9.958,5.362
8596.071,8.118,9.905,6.048
8598.051,9.652,9.932,11.483
8600.031,8.921,9.989,14.059
8602.011,10.163,9.997,7.611
8603.992,10.543,9.938,4.423
8605.973,9.821,9.948,4.609
8607.955,10.590,9.947,4.712
8609.938,10.425,9.913,5.409
8611.920,9.673,9.944,6.892
8613.903,8.991,9.942,9.245
8615.887,10.613,9.947,12.786
8617.871,7.527,9.919,17.781
8619.856,11.798,9.943,23.741
8621.841,12.725,9.975,30.816
8623.826,9.507,9.862,36.678
8625.812,11.414,9.825,43.313
8627.799,10.325,9.817,48.239
8629.785,10.405,9.828,52.871
8631.773,10.377,9.837,54.962
8633.761,8.317,9.803,53.346
8635.749,11.382,9.756,50.028
8637.737,8.093,9.864,44.177
8639.727,9.002,9.826,36.821
8641.716,9.515,9.812,27.117
8643.706,9.160,9.826,20.404
8645.697,8.530,9.802,12.535
8647.688,9.898,9.769,13.583
8649.679,9.023,9.767,23.373
8651.671,8.948,9.703,39.632
8653.663,12.000,9.696,47.784
8655.656,10.451,9.719,46.413
8657.650,7.476,9.701,53.783
8659.643,10.193,9.663,51.621
8661.637,8.270,9.670,54.562
8663.632,10.851,9.637,50.132
8665.627,9.296,9.625,45.223
8667.623,10.164,9.642,51.647
8669.619,11.708,9.641,36.806
8671.615,10.831,9.587,38.904
8673.612,11.643,9.557,37.093
8675.610,11.525,9.560,27.131
8677.607,11.026,9.562,29.529
8679.606,10.895,9.570,23.267
8681.605,10.159,9.559,18.758
8683.604,9.039,9.483,21.766
8685.604,10.136,9.448,13.672
8687.604,10.795,9.524,11.547
8689.604,10.440,9.472,13.201
8691.605,10.802,9.451,9.077
8693.607,9.046,9.524,8.309
8695.609,9.324,9.495,9.045
8697.611,10.200,9.479,6.556
8699.614,7.799,9.509,6.814
8701.618,9.740,9.469,9.156
8703.622,10.111,9.398,8.309
8705.626,11.513,9.392,6.125
8707.631,12.102,9.430,7.040
8709.636,11.172,9.351,8.439
8711.642,9.820,9.432,6.785
8713.648,8.185,9.384,4.811
8715.654,9.836,9.317,3.636
8717.661,10.265,9.346,3.172
8719.669,8.375,9.338,3.697
8721.677,9.390,9.332,3.747
8723.685,9.998,9.341,3.406
8725.694,10.141,9.328,3.627
8727.704,9.214,9.319,4.323
8729.714,8.492,9.342,4.566
8731.724,6.936,9.365,3.719
8733.735,10.514,9.340,3.043
8735.746,7.366,9.334,3.096
8737.758,9.466,9.329,3.546
8739.770,10.271,9.310,4.216
8741.783,10.536,9.322,4.715
8743.796,9.519,9.385,4.647
8745.809,9.918,9.329,4.092
8747.823,10.062,9.315,3.700
8749.838,9.421,9.308,3.925
8751.853,10.170,9.293,4.239
8753.868,8.182,9.283,3.990
8755.884,8.441,9.286,3.478
8757.900,9.341,9.305,8.191
8759.917,6.627,9.318,33.161
8761.934,12.035,9.316,85.607
8763.952,8.754,9.320,105.918
8765.970,12.886,9.337,63.262
8767.989,8.506,9.345,81.150
8770.008,5.502,9.335,129.438
8772.028,11.550,9.343,77.975
8774.048,8.966,9.397,18.344
8776.068,12.904,9.387,22.857
8778.089,8.247,9.304,83.600
8780.111,6.935,9.262,145.910
8782.133,11.174,9.209,96.020
8784.155,10.578,9.212,20.495
8786.178,9.477,9.233,4.581
8788.201,10.005,9.199,4.527
8790.225,8.207,9.135,11.482
8792.249,11.565,9.146,40.106
8794.274,7.629,9.201,49.413
8796.299,8.419,9.228,18.292
8798.325,9.146,9.190,4.346
8800.351,7.484,9.164,4.451
8802.378,8.798,9.191,3.879
8804.405,8.404,9.203,3.917
8806.432,8.677,9.146,3.493
8808.460,9.269,9.161,3.499
8810.489,7.358,9.179,7.226
8812.518,10.190,9.162,9.358
8814.547,8.469,9.144,6.855
8816.577,8.356,9.149,3.453
8818.607,8.499,9.100,3.544
8820.638,10.090,9.133,3.721
8822.669,8.834,9.117,4.234
8824.701,10.589,9.120,13.890
8826.733,12.204,9.141,94.968
8828.766,7.889,9.068,249.781
8830.799,14.022,9.108,211.308
8832.833,12.900,9.120,58.653
8834.867,9.958,9.124,28.018
8836.901,9.514,9.113,70.260
8838.936,5.082,9.075,108.440
8840.972,15.029,9.039,58.581
8843.008,6.226,9.069,9.633
8845.044,8.023,9.057,5.208
8847.081,9.456,9.076,6.700
8849.118,8.746,9.117,12.929
8851.156,11.806,9.139,33.284
8853.194,7.645,9.127,34.829
8855.233,7.951,9.066,12.843
8857.272,9.624,9.088,4.485
8859.312,8.539,9.102,4.579
8861.352,8.336,9.098,5.364
8863.393,8.437,9.065,8.714
8865.434,9.347,8.997,10.095
8867.476,12.759,9.067,29.826
8869.518,2.587,9.082,71.923
8871.560,10.674,9.009,53.505
8873.603,12.261,8.983,12.748
8875.647,9.104,9.047,4.153
8877.690,9.657,9.078,3.700
8879.735,10.196,9.039,3.500
8881.780,8.690,9.031,4.397
8883.825,7.196,9.038,11.655
8885.871,9.728,9.049,83.547
8887.917,3.655,9.053,196.576
8889.964,10.216,9.034,135.849
8892.011,13.375,9.004,20.644
8894.059,8.863,9.022,6.480
8896.107,8.201,8.992,5.712
8898.156,8.872,8.948,6.909
8900.205,11.774,8.962,6.238
8902.254,9.354,9.022,19.321
8904.304,6.560,9.035,73.519
8906.355,9.181,9.028,89.885
8908.406,8.079,9.005,27.943
8910.457,10.836,9.001,8.193
8912.509,11.570,9.014,7.975
8914.562,8.377,9.018,5.516
8916.615,10.774,9.099,5.337
8918.668,5.681,9.078,33.354
8920.722,10.162,9.033,183.859
8922.776,-3.201,9.047,236.511
8924.831,13.588,9.075,78.705
8926.886,9.329,9.044,9.898
8928.942,9.090,9.100,9.591
8930.998,8.588,9.096,9.163
8933.055,10.184,9.052,6.449
8935.112,9.489,9.043,5.665
8937.170,8.486,9.079,6.804
8939.228,9.107,9.100,6.312
8941.286,8.392,9.087,7.688
8943.345,11.768,9.043,31.004
8945.405,5.386,9.098,72.939
8947.465,16.208,9.137,52.406
8949.525,8.225,9.107,9.069
8951.586,7.083,9.136,4.848
8953.648,9.165,9.184,4.359
8955.710,7.535,9.110,7.718
8957.772,10.726,9.097,59.685
8959.835,-0.328,9.128,163.419
8961.898,17.077,9.139,135.240
8963.962,10.305,9.163,25.162
8966.026,8.693,9.183,5.591
8968.091,8.872,9.155,4.973
8970.156,7.711,9.135,5.344
8972.222,7.077,9.171,7.020
8974.288,10.573,9.205,7.289
8976.355,9.759,9.165,5.505
8978.422,8.051,9.206,4.797
8980.489,8.820,9.209,5.895
8982.557,10.276,9.239,8.015
8984.626,8.922,9.255,8.489
8986.695,7.333,9.204,8.725
8988.764,11.197,9.138,31.968
8990.834,5.759,9.158,58.428
8992.905,10.467,9.056,34.039
8994.976,10.641,8.978,10.788
8997.047,9.186,8.984,5.973
8999.119,10.865,8.996,4.463
9001.191,10.429,8.937,35.710
9003.264,1.259,8.918,108.869
9005.338,12.168,8.924,78.500
9007.411,9.757,8.892,18.126
9009.486,8.806,8.895,3.902
9011.560,9.089,8.915,3.791
9013.636,10.370,8.847,2.608
9015.711,8.660,8.863,2.830
9017.788,9.195,8.893,2.602
9019.864,9.669,8.841,2.911
9021.941,8.604,8.817,4.521
9024.019,10.549,8.857,4.883
9026.097,8.364,8.843,3.619
9028.176,8.081,8.806,3.712
9030.255,8.240,8.833,5.252
9032.334,8.574,8.846,5.554
9034.414,9.932,8.818,3.949
9036.495,8.835,8.777,5.020
9038.576,8.067,8.760,17.885
9040.657,10.546,8.789,29.877
9042.739,9.905,8.801,17.373
9044.821,9.895,8.803,5.607
9046.904,9.143,8.800,5.931
9048.988,9.888,8.781,15.818
9051.072,7.742,8.751,47.476
9053.156,10.476,8.757,45.425
9055.241,7.958,8.738,13.960
9057.326,8.098,8.689,5.264
9059.412,8.887,8.722,5.493
9061.498,7.774,8.800,3.931
9063.585,9.429,8.760,3.743
9065.672,7.894,8.755,5.787
9067.760,8.716,8.756,7.035
9069.848,7.789,8.749,7.359
9071.936,8.359,8.725,7.231
9074.026,8.441,8.714,5.412
9076.115,9.454,8.740,3.546
9078.205,8.289,8.686,2.987
9080.296,8.586,8.713,3.051
9082.387,8.290,8.731,3.167
9084.478,8.936,8.718,3.633
9086.570,8.134,8.720,4.118
9088.663,8.588,8.752,3.957
9090.756,9.050,8.740,3.564
9092.849,10.685,8.722,9.488
9094.943,8.071,8.686,16.003
9097.038,9.796,8.696,11.198
9099.133,7.731,8.735,5.349
9101.228,9.662,8.695,4.524
9103.324,7.644,8.650,19.001
9105.420,6.853,8.694,25.423
9107.517,8.711,8.688,14.404
9109.615,9.735,8.683,4.356
9111.712,9.271,8.701,2.258
9113.811,8.545,8.661,3.119
9115.909,9.401,8.651,2.940
9118.009,7.148,8.663,2.633
9120.108,8.489,8.686,2.580
9122.209,9.448,8.671,2.556
9124.309,7.199,8.656,2.541
9126.411,8.516,8.718,2.734
9128.512,7.984,8.694,2.691
9130.614,8.193,8.593,2.411
9132.717,9.675,8.610,2.551
9134.820,8.810,8.639,2.967
9136.924,9.781,8.599,3.320
9139.028,7.539,8.604,3.524
9141.132,7.764,8.624,3.029
9143.237,8.384,8.597,2.629
9145.343,9.366,8.580,2.933
9147.449,9.728,8.577,2.881
9149.556,8.659,8.567,2.838
9151.663,7.775,8.550,5.783
9153.770,8.554,8.560,11.565
9155.878,9.636,8.563,13.096
9157.987,7.270,8.571,8.097
9160.095,10.954,8.570,8.433
9162.205,9.367,8.570,14.714
9164.315,8.485,8.595,14.746
9166.425,8.051,8.579,7.646
9168.536,9.191,8.590,3.540
9170.647,8.380,8.570,3.241
9172.759,8.058,8.569,3.252
9174.872,6.864,8.592,3.365
9176.985,9.564,8.562,3.633
9179.098,6.364,8.549,3.419
9181.212,9.026,8.545,2.898
9183.326,7.916,8.509,2.836
9185.441,7.142,8.468,3.184
9187.556,8.786,8.478,3.384
9189.672,7.913,8.512,3.112
9191.788,6.289,8.418,2.770
9193.905,10.492,8.462,2.716
9196.022,7.676,8.443,2.707
9198.140,8.583,8.409,2.756
9200.258,8.963,8.431,2.821
9202.377,8.704,8.426,2.996
9204.496,10.869,8.386,3.294
9206.615,8.158,8.379,3.751
9208.736,10.513,8.343,4.337
9210.856,8.038,8.341,4.888
9212.977,6.685,8.369,5.430
9215.099,6.361,8.324,6.064
9217.221,6.361,8.311,6.566
9219.344,6.361,8.308,7.176
9221.467,6.361,8.291,7.915
